iter	Logloss
129	0.01702412139
130	0.01697913727
131	0.01694548452
132	0.01690606772
133	0.01685029743
134	0.01679363808
135	0.01671443016
136	0.01668091658
137	0.01663324353
138	0.01657927828
139	0.01652991237
140	0.01648375699
141	0.01644191425
142	0.01637943535
143	0.01633370633
144	0.01626959095
145	0.01622370275
146	0.01620581345
147	0.01618051366
148	0.01614990797
149	0.01610909898
150	0.01607935216
151	0.01601620474
152	0.01596397269
153	0.01591788021
154	0.01587808167
155	0.01584622707
156	0.01583611869
157	0.0158045309
158	0.01578366613
159	0.01574415769
160	0.01573145768
161	0.01569614184
162	0.01565944595
163	0.01561229788
164	0.01559498638
165	0.01557265913
166	0.0155421028
167	0.01551418884
168	0.01544521591
169	0.01543130406
170	0.01539706814
171	0.01535393364
172	0.01532908641
173	0.01530741698
174	0.01527484564
175	0.01523847382
176	0.01521332222
177	0.01519266274
178	0.01516339856
179	0.01514433021
180	0.01507332809
181	0.01505875858
182	0.01501830962
183	0.01499763258
184	0.01498526898
185	0.01495950687
186	0.01494061849
187	0.01492015247
188	0.01490878395
189	0.01486627047
190	0.01485377726
191	0.01483927425
192	0.01482721506
193	0.01480087677
194	0.01478985835
195	0.01474836149
196	0.0147256334
197	0.01469674275
198	0.01467822268
199	0.01466638784
200	0.01463076465
201	0.01462218261
202	0.014605602
203	0.01456914038
204	0.01454287276
205	0.01453441422
206	0.01449598906
207	0.01446051631
208	0.01443815122
209	0.01440513939
210	0.01436876484
211	0.01435755955
212	0.01433946829
213	0.01428947711
214	0.01426153441
215	0.0142161868
216	0.01419817026
217	0.0141734999
218	0.01416492945
219	0.01413281474
220	0.01407327249
221	0.01405300518
222	0.01403400911
223	0.01401909292
224	0.0140077767
225	0.01399948571
226	0.01395702787
227	0.01393395483
228	0.01391992198
229	0.01389448334
230	0.01385728273
231	0.01384657313
232	0.01383801548
233	0.01381933469
234	0.01380080048
235	0.01376768793
236	0.0137214408
237	0.01370860672
238	0.01370162613
239	0.01366849872
240	0.01363884614
241	0.013623663
242	0.01361433681
243	0.01358571894
244	0.01356303394
245	0.01355133991
246	0.013539157
247	0.0135004886
248	0.01348597838
249	0.01343586894
250	0.01342749359
251	0.01340774879
252	0.01338601512
253	0.01336664527
254	0.01335546365
255	0.0133409354
256	0.01332959462
257	0.0133084513
258	0.01329507481
259	0.01328769387
260	0.0132704259
261	0.01324726374
262	0.01321339364
263	0.01318509615
264	0.01316996966
265	0.0131228903
266	0.01311220736
267	0.01309982018
268	0.01308334596
269	0.01307304949
270	0.01306152487
271	0.01301110742
272	0.01298141646
273	0.01297638047
274	0.01296872756
275	0.01295193709
276	0.01293477016
277	0.01292312161
278	0.01290011494
279	0.01287194262
280	0.01286537755
281	0.01284559958
282	0.0128284932
283	0.01280700056
284	0.01276101989
285	0.0127355343
286	0.01271962922
287	0.01270408632
288	0.01265423377
289	0.01261911954
290	0.01260790923
291	0.01259991829
292	0.01259408426
293	0.01257931135
294	0.01256976387
295	0.01255714767
296	0.0125095489
297	0.0125014613
298	0.0124955416
299	0.01246219342
300	0.0124529105
301	0.01244652574
302	0.01244151221
303	0.01239932232
304	0.01238701296
305	0.01235553365
306	0.0123316586
307	0.01231594252
308	0.01230826552
309	0.0122717853
310	0.01222947009
311	0.01217718893
312	0.01216396287
313	0.01213576819
314	0.01211212799
315	0.01210210125
316	0.01206701904
317	0.01206192777
318	0.01205493506
319	0.0120431328
320	0.01203605802
321	0.0120181509
322	0.01200106969
323	0.01199448236
324	0.01198908385
325	0.0119526267
326	0.01194352896
327	0.01193947974
328	0.01192603315
329	0.0118991192
330	0.01187783541
331	0.01186750492
332	0.01185692451
333	0.01184522934
334	0.01182133695
335	0.01181534521
336	0.01180580696
337	0.01179557592
338	0.01178909467
339	0.01176769029
340	0.01174938348
341	0.01173436325
342	0.01171974744
343	0.01169688999
344	0.01169300312
345	0.01166503937
346	0.01165932554
347	0.01163819981
348	0.01161022762
349	0.01159099548
350	0.01157830037
351	0.01156500523
352	0.01151818367
353	0.01150412671
354	0.01150023374
355	0.01149289824
356	0.01148725098
357	0.0114704815
358	0.01146370407
359	0.01145937907
360	0.01141322444
361	0.01139473312
362	0.01138390636
363	0.01137857212
364	0.01137185261
365	0.01136647571
366	0.0113344724
367	0.01132485525
368	0.01131988187
369	0.01131007599
370	0.01130430681
371	0.01129027072
372	0.01128057953
373	0.01125272235
374	0.01123575069
375	0.01122584056
376	0.01122167759
377	0.01121700649
378	0.01118848434
379	0.01114770323
380	0.01111696094
381	0.01109610374
382	0.01106946143
383	0.01105832478
384	0.01104745546
385	0.01104189686
386	0.0110294124
387	0.01101801062
388	0.01101159629
389	0.01100718977
390	0.0109979446
391	0.01098891129
392	0.01098396057
393	0.01095986094
394	0.01094272511
395	0.01092855312
396	0.01091980289
397	0.01091430436
398	0.01090943295
399	0.01090194524
400	0.01088435971
401	0.01087978217
402	0.01087547412
403	0.01083675582
404	0.01082895823
405	0.01082142269
406	0.01081095793
407	0.01079978048
408	0.01077933611
409	0.01077212128
410	0.01076776036
411	0.01074934178
412	0.01071002817
413	0.01069594808
414	0.01068821491
415	0.01067295415
416	0.01065466768
417	0.0106397899
418	0.01061722812
419	0.0106064194
420	0.01060050434
421	0.01058595263
422	0.01055125121
423	0.01054564955
424	0.01053897266
425	0.01049667486
426	0.01047797869
427	0.01047307405
428	0.01045652287
429	0.01044121033
430	0.01041497638
431	0.01039296851
432	0.01038812197
433	0.01036933468
434	0.01035756256
435	0.01034817741
436	0.01034474424
437	0.01033384954
438	0.01032408064
439	0.01031175636
440	0.01029824447
441	0.01025917774
442	0.01024932662
443	0.01023653331
444	0.01021715884
445	0.0101969328
446	0.01018324166
447	0.01017067015
448	0.01016367059
449	0.01014488628
450	0.01013601832
451	0.01012895822
452	0.0101145946
453	0.01010654719
454	0.01009354245
455	0.01008119146
456	0.01006450644
457	0.01001912583
458	0.01001173743
459	0.01000831774
460	0.009991204542
461	0.009984992389
462	0.009979922884
463	0.009971279875
464	0.009967659619
465	0.009950632538
466	0.009941837934
467	0.009927183425
468	0.009898786814
469	0.009880646785
470	0.009849852535
471	0.00983583457
472	0.009823944355
473	0.009804849641
474	0.009799433811
475	0.009794752604
476	0.009787533579
477	0.009779400528
478	0.009767751694
479	0.009747768715
480	0.009739573836
481	0.009724451579
482	0.009701115278
483	0.00968380691
484	0.009679702752
485	0.009665079919
486	0.009649590075
487	0.009642936866
488	0.009637501646
489	0.009629842292
490	0.00961687303
491	0.009602354694
492	0.009598527106
493	0.009588049988
494	0.009583380044
495	0.009574256687
496	0.009568329245
497	0.009548773102
498	0.009534668994
499	0.009526239515
500	0.009508759816
501	0.009502691257
502	0.009496333576
503	0.00947415508
504	0.009463341985
505	0.009455355798
506	0.009428295226
507	0.009418415245
508	0.00941321246
509	0.009404129485
510	0.009384530936
511	0.00937517707
512	0.009364280171
513	0.00935359707
514	0.009349725548
515	0.009345584595
516	0.009327150544
517	0.009321993591
518	0.009310128372
519	0.009293884682
520	0.009275159573
521	0.00926958518
522	0.009253456807
523	0.009223186068
524	0.009217186627
525	0.009214209038
526	0.009182712681
527	0.009171263551
528	0.009166442127
529	0.009162483901
530	0.009153967965
531	0.009137829263
532	0.009123301031
533	0.009099317004
534	0.009091014995
535	0.009083349709
536	0.009062556569
537	0.00906127778
538	0.009046907329
539	0.009038890939
540	0.00902694983
541	0.009017623213
542	0.009014847233
543	0.009000481847
544	0.008992859603
545	0.008981635545
546	0.00897450264
547	0.008967932786
548	0.008965008664
549	0.008962251248
550	0.00895958411
551	0.008955370448
552	0.008952593568
553	0.008947872196
554	0.008920393977
555	0.008915642793
556	0.008906572543
557	0.008903883923
558	0.008897430695
559	0.008894854419
560	0.008888314146
561	0.008874913059
562	0.008861177042
563	0.008854911051
564	0.008848954694
565	0.008840213244
566	0.008825939719
567	0.008823560233
568	0.008819094599
569	0.008790939839
570	0.008740476401
571	0.00872227699
572	0.008716589634
573	0.008705905768
574	0.008700080026
575	0.008695500565
576	0.008663644086
577	0.008658774816
578	0.008650942845
579	0.008647255415
580	0.008637542315
581	0.008627221899
582	0.008617889331
583	0.008613354063
584	0.008603973145
585	0.008597880793
586	0.008577432689
587	0.008574144802
588	0.008560710721
589	0.008539759052
590	0.008527565176
591	0.008520582749
592	0.008511315163
593	0.008503989063
594	0.008498607108
595	0.008490921892
596	0.008478479371
597	0.00847244183
598	0.008467248269
599	0.008460901359
600	0.008448400216
601	0.008434938261
602	0.008426862895
603	0.008415128468
604	0.008409654604
605	0.008406375564
606	0.008401320075
607	0.008394534425
608	0.008367067438
609	0.008358812777
610	0.008343744022
611	0.008324284805
612	0.008317338897
613	0.008309297008
614	0.008301129084
615	0.008292997937
616	0.008287529582
617	0.008276661883
618	0.008269592085
619	0.008255060684
620	0.008247144658
621	0.008240217945
622	0.008236070642
623	0.008231429483
624	0.00822421765
625	0.008205739254
626	0.008194955505
627	0.008192225951
628	0.008182190599
629	0.008179186402
630	0.008171418801
631	0.008166747509
632	0.008151960945
633	0.008128498358
634	0.008124388415
635	0.008121528392
636	0.008116983934
637	0.008114319109
638	0.008108637827
639	0.008102431904
640	0.00809545412
641	0.008088577743
642	0.008081278745
643	0.008059620152
644	0.008050659638
645	0.008028130215
646	0.008020293716
647	0.008013083142
648	0.008005123274
649	0.00799955548
650	0.007974939119
651	0.007966544266
652	0.007962215172
653	0.007954410954
654	0.007950453905
655	0.007944661611
656	0.007939338264
657	0.007932905632
658	0.007925964121
659	0.007899103749
660	0.007889826197
661	0.007881602093
662	0.007877766032
663	0.007871466978
664	0.007860334808
665	0.007854406935
666	0.00784936311
667	0.007824616023
668	0.007811974275
669	0.007806638311
670	0.007801919225
671	0.007799045115
672	0.007797341969
673	0.007774803791
674	0.007769080881
675	0.007764443743
676	0.007746666526
677	0.007741172872
678	0.007730884303
679	0.00772634202
680	0.007722718207
681	0.007701183008
682	0.007693768167
683	0.007689932906
684	0.007682964128
685	0.007664560974
686	0.007657874556
687	0.00765159288
688	0.007642106875
689	0.007637894501
690	0.007631651376
691	0.007619951892
692	0.007609921909
693	0.007597645514
694	0.007591616307
695	0.007583146285
696	0.007577401727
697	0.007572829285
698	0.007567869316
699	0.007564134188
700	0.007555647604
701	0.007553526617
702	0.00754676117
703	0.007538007054
704	0.007534270967
705	0.007529973086
706	0.007516725596
707	0.007510829342
708	0.007507259799
709	0.00749779466
710	0.007486435886
711	0.007481105439
712	0.007476980727
713	0.007472910404
714	0.007460697193
715	0.007456681833
716	0.007447196815
717	0.007443492419
718	0.00744004832
719	0.007434207423
720	0.00743173816
721	0.007427906703
722	0.007420878356
723	0.007412012157
724	0.007405535918
725	0.007399515135
726	0.007381051636
727	0.007376120968
728	0.007371736
729	0.007360899222
730	0.007344823191
731	0.007342447554
732	0.007338912467
733	0.007322178145
734	0.007319462922
735	0.007316139685
736	0.007311207041
737	0.00730210124
738	0.007294328175
739	0.007290287935
740	0.007282822648
741	0.007279727991
742	0.00727304523
743	0.007268036521
744	0.007260895219
745	0.007255905735
746	0.00724831656
747	0.007237427733
748	0.007219764631
749	0.007214617876
750	0.00721186328
751	0.00720981345
752	0.0072049435
753	0.007203024983
754	0.007201009583
755	0.007196977071
756	0.007192391728
757	0.007187532818
758	0.007184357566
759	0.007178206136
760	0.007174729878
761	0.007168344224
762	0.007166608053
763	0.007162986101
764	0.007156176026
765	0.007151636801
766	0.007146403314
767	0.007142117858
768	0.007133503724
769	0.007129565633
770	0.007128230261
771	0.007125187001
772	0.007121090086
773	0.007119083813
774	0.007108567526
775	0.007104130537
776	0.00709469288
777	0.007091004416
778	0.007087490681
779	0.007085066319
780	0.007083197174
781	0.007076152264
782	0.007068272649
783	0.007042392909
784	0.007040209574
785	0.007037387461
786	0.007027885287
787	0.007023312557
788	0.007018240369
789	0.007014726361
790	0.007009476837
791	0.006990571644
792	0.006982458135
793	0.006980838652
794	0.006969953029
795	0.006963087077
796	0.006957250758
797	0.006952961507
798	0.006945127194
799	0.006942656789
800	0.006934582486
801	0.006926272604
802	0.006923634741
803	0.006921888618
804	0.00691887328
805	0.006903064741
806	0.006887737207
807	0.006879849112
808	0.006877276059
809	0.006869958994
810	0.006867465641
811	0.006861870689
812	0.006859255616
813	0.006856864918
814	0.006848843578
815	0.006833106903
816	0.006825272742
817	0.006809656481
818	0.006799332104
819	0.006797096026
820	0.006756228681
821	0.006751507321
822	0.006747871093
823	0.006741430837
824	0.006735688292
825	0.006730612745
826	0.006720066462
827	0.006717452165
828	0.006713307586
829	0.006710925983
830	0.006708563752
831	0.006706170002
832	0.006699926054
833	0.006696636945
834	0.006691661149
835	0.006688422153
836	0.006676680272
837	0.006674946654
838	0.006665993304
839	0.006664049487
840	0.006661893688
841	0.006656379364
842	0.006653480415
843	0.00664584549
844	0.006642781757
845	0.006633490956
846	0.006629711284
847	0.006627064276
848	0.006622187939
849	0.006620393598
850	0.006618420833
851	0.006615262166
852	0.006613395211
853	0.00661017291
854	0.0066000776
855	0.006598288275
856	0.006594307524
857	0.00658661661
858	0.006580200036
859	0.00656904421
860	0.006566361166
861	0.006560788032
862	0.006553298856
863	0.006547515651
864	0.006529528629
865	0.006525296908
866	0.006522202156
867	0.00652014287
868	0.006516877788
869	0.006513547691
870	0.00650364754
871	0.006498258684
872	0.006481172095
873	0.006471593167
874	0.00646516997
875	0.00645716334
876	0.006454968714
877	0.006449824299
878	0.006444804856
879	0.006439717887
880	0.006438274921
881	0.00643171816
882	0.006427397001
883	0.006418646136
884	0.006410163806
885	0.006408213861
886	0.00640242328
887	0.006393038522
888	0.006391145036
889	0.0063856068
890	0.006381579208
891	0.006380151732
892	0.006372522013
893	0.006371145083
894	0.006367580618
895	0.006364993023
896	0.006362315537
897	0.006359563749
898	0.006349710659
899	0.006344256437
900	0.006343010716
901	0.006342459507
902	0.00634006209
903	0.006335772124
904	0.006333361279
905	0.006331785991
906	0.006325011682
907	0.006315553179
908	0.006313840191
909	0.006301418949
910	0.006299724725
911	0.00629439018
912	0.006273435787
913	0.00627072175
914	0.006265963439
915	0.006261979955
916	0.006259318042
917	0.006255425379
918	0.006248767882
919	0.006245887463
920	0.006237261706
921	0.006231815984
922	0.006225333856
923	0.006218943689
924	0.006217880654
925	0.006213419811
926	0.006210332484
927	0.00620767337
928	0.006204850489
929	0.00619568894
930	0.006192139241
931	0.006171048764
932	0.006162307386
933	0.006148387222
934	0.006145716021
935	0.006144333225
936	0.00613553552
937	0.006131579507
938	0.006126932786
939	0.006122384201
940	0.006117995866
941	0.006113367652
942	0.006108806186
943	0.006099883941
944	0.006097936572
945	0.006094253638
946	0.006087821685
947	0.00608479282
948	0.006073707178
949	0.006069021688
950	0.006060651292
951	0.00604676624
952	0.00604060386
953	0.00603253089
954	0.006029894741
955	0.00602864639
956	0.006025661824
957	0.006007369357
958	0.006005645742
959	0.006001585631
960	0.005999693409
961	0.005994352184
962	0.005986711431
963	0.005976672913
964	0.005974882021
965	0.005970558746
966	0.00596810795
967	0.0059663834
968	0.005964744104
969	0.00595895825
970	0.00595780136
971	0.005953489124
972	0.005952425686
973	0.00594797205
974	0.005945430784
975	0.005944252794
976	0.005941925582
977	0.005938260776
978	0.005927525977
979	0.005926160332
980	0.005921420212
981	0.005918683224
982	0.00591292979
983	0.00591195949
984	0.005907649322
985	0.005906361069
986	0.005891915686
987	0.005886438772
988	0.005885536399
989	0.005880832201
990	0.005876200345
991	0.005875322293
992	0.005872998165
993	0.005870817864
994	0.005867525093
995	0.005865410694
996	0.005862262976
997	0.005859785863
998	0.005852611617
999	0.005839766564
