iter	Passed	Remaining
427	5971	7980
428	5986	7967
429	6000	7954
430	6014	7939
431	6027	7925
432	6041	7910
433	6054	7896
434	6069	7883
435	6083	7869
436	6097	7855
437	6110	7840
438	6124	7825
439	6137	7811
440	6151	7797
441	6165	7783
442	6178	7768
443	6192	7754
444	6205	7739
445	6220	7726
446	6234	7712
447	6247	7698
448	6261	7684
449	6275	7669
450	6289	7656
451	6303	7641
452	6317	7627
453	6329	7612
454	6344	7598
455	6356	7583
456	6370	7569
457	6384	7554
458	6398	7541
459	6413	7528
460	6428	7516
461	6442	7501
462	6455	7487
463	6468	7472
464	6482	7457
465	6496	7444
466	6510	7430
467	6524	7416
468	6538	7402
469	6552	7388
470	6565	7374
471	6579	7360
472	6594	7347
473	6607	7332
474	6622	7319
475	6636	7305
476	6649	7290
477	6663	7277
478	6677	7262
479	6691	7249
480	6706	7236
481	6721	7223
482	6735	7210
483	6749	7195
484	6762	7181
485	6776	7166
486	6789	7152
487	6804	7139
488	6817	7124
489	6831	7110
490	6845	7096
491	6859	7082
492	6873	7068
493	6886	7053
494	6900	7040
495	6914	7026
496	6927	7011
497	6941	6997
498	6955	6983
499	6969	6969
500	6982	6955
501	6997	6941
502	7010	6926
503	7023	6912
504	7037	6898
505	7052	6885
506	7066	6871
507	7080	6857
508	7094	6843
509	7107	6828
510	7121	6814
511	7135	6800
512	7149	6786
513	7162	6772
514	7176	6758
515	7189	6743
516	7202	6729
517	7216	6714
518	7230	6701
519	7245	6688
520	7260	6674
521	7275	6661
522	7288	6647
523	7301	6632
524	7315	6618
525	7329	6604
526	7342	6590
527	7356	6576
528	7369	6561
529	7383	6547
530	7396	6533
531	7412	6520
532	7426	6506
533	7439	6492
534	7453	6478
535	7466	6463
536	7480	6449
537	7495	6436
538	7509	6423
539	7523	6408
540	7538	6395
541	7551	6381
542	7564	6366
543	7578	6352
544	7592	6339
545	7606	6325
546	7620	6310
547	7633	6296
548	7648	6283
549	7661	6268
550	7676	6255
551	7691	6242
552	7705	6228
553	7720	6215
554	7734	6201
555	7749	6188
556	7762	6173
557	7775	6159
558	7789	6145
559	7803	6131
560	7817	6117
561	7832	6104
562	7845	6089
563	7858	6075
564	7872	6061
565	7888	6048
566	7902	6035
567	7917	6021
568	7932	6008
569	7945	5994
570	7959	5980
571	7973	5966
572	7986	5951
573	8000	5937
574	8014	5924
575	8029	5910
576	8042	5896
577	8056	5881
578	8069	5867
579	8083	5853
580	8098	5840
581	8112	5826
582	8127	5813
583	8140	5798
584	8153	5784
585	8167	5770
586	8181	5756
587	8194	5742
588	8209	5728
589	8223	5714
590	8236	5700
591	8251	5686
592	8265	5672
593	8279	5658
594	8292	5644
595	8307	5630
596	8322	5617
597	8337	5604
598	8350	5590
599	8364	5576
600	8377	5561
601	8391	5547
602	8405	5534
603	8419	5520
604	8432	5505
605	8446	5491
606	8459	5477
607	8473	5463
608	8487	5449
609	8501	5435
610	8514	5420
611	8529	5407
612	8543	5393
613	8559	5381
614	8574	5367
615	8588	5353
616	8602	5340
617	8617	5326
618	8630	5312
619	8644	5298
620	8659	5284
621	8674	5271
622	8688	5257
623	8703	5244
624	8717	5230
625	8732	5217
626	8747	5203
627	8761	5189
628	8775	5175
629	8789	5162
630	8803	5147
631	8816	5133
632	8830	5119
633	8844	5105
634	8856	5090
635	8870	5077
636	8885	5063
637	8899	5049
638	8912	5035
639	8926	5021
640	8939	5006
641	8954	4993
642	8969	4979
643	8983	4966
644	8997	4952
645	9010	4937
646	9025	4924
647	9038	4909
648	9051	4895
649	9066	4881
650	9079	4867
651	9094	4853
652	9108	4840
653	9121	4825
654	9134	4811
655	9147	4796
656	9162	4783
657	9177	4770
658	9193	4757
659	9207	4743
660	9220	4728
661	9234	4714
662	9247	4700
663	9261	4686
664	9275	4672
665	9289	4658
666	9302	4644
667	9315	4630
668	9329	4615
669	9343	4601
670	9357	4588
671	9371	4574
672	9386	4560
673	9400	4546
674	9414	4532
675	9428	4518
676	9441	4504
677	9455	4490
678	9469	4476
679	9484	4463
680	9497	4448
681	9511	4434
682	9525	4420
683	9538	4406
684	9552	4392
685	9566	4378
686	9580	4364
687	9593	4350
688	9607	4336
689	9622	4322
690	9636	4309
691	9651	4295
692	9665	4282
693	9680	4268
694	9693	4254
695	9707	4239
696	9721	4225
697	9734	4211
698	9748	4198
699	9763	4184
700	9776	4170
701	9790	4156
702	9804	4141
703	9818	4128
704	9833	4114
705	9847	4100
706	9861	4086
707	9875	4072
708	9887	4058
709	9901	4044
710	9915	4030
711	9929	4016
712	9943	4002
713	9957	3988
714	9969	3973
715	9983	3959
716	9996	3945
717	10012	3932
718	10028	3919
719	10042	3905
720	10057	3892
721	10070	3877
722	10084	3863
723	10098	3849
724	10111	3835
725	10125	3821
726	10139	3807
727	10152	3793
728	10166	3779
729	10180	3765
730	10194	3751
731	10208	3737
732	10222	3723
733	10236	3709
734	10250	3695
735	10263	3681
736	10277	3667
737	10291	3653
738	10304	3639
739	10318	3625
740	10331	3611
741	10345	3597
742	10359	3583
743	10373	3569
744	10386	3555
745	10400	3541
746	10414	3527
747	10427	3513
748	10442	3499
749	10456	3485
750	10471	3471
751	10485	3457
752	10499	3444
753	10514	3430
754	10527	3416
755	10540	3402
756	10554	3388
757	10568	3374
758	10583	3360
759	10596	3346
760	10610	3332
761	10624	3318
762	10638	3304
763	10652	3290
764	10668	3277
765	10682	3263
766	10696	3249
767	10710	3235
768	10723	3221
769	10737	3207
770	10751	3193
771	10765	3179
772	10779	3165
773	10792	3151
774	10806	3137
775	10819	3123
776	10833	3109
777	10848	3095
778	10862	3081
779	10877	3067
780	10891	3054
781	10904	3039
782	10917	3025
783	10931	3011
784	10944	2997
785	10958	2983
786	10972	2969
787	10986	2955
788	10999	2941
789	11013	2927
790	11027	2913
791	11041	2899
792	11055	2885
793	11069	2871
794	11083	2857
795	11097	2844
796	11111	2830
797	11124	2816
798	11138	2802
799	11152	2788
800	11166	2774
801	11179	2759
802	11193	2745
803	11206	2732
804	11220	2718
805	11234	2704
806	11247	2690
807	11261	2675
808	11275	2662
809	11290	2648
810	11304	2634
811	11319	2620
812	11334	2607
813	11348	2593
814	11362	2579
815	11375	2565
816	11389	2551
817	11402	2536
818	11415	2522
819	11429	2508
820	11442	2494
821	11456	2480
822	11470	2466
823	11484	2453
824	11499	2439
825	11513	2425
826	11527	2411
827	11540	2397
828	11554	2383
829	11567	2369
830	11580	2355
831	11594	2341
832	11609	2327
833	11623	2313
834	11637	2299
835	11652	2285
836	11665	2271
837	11680	2257
838	11693	2244
839	11708	2230
840	11722	2216
841	11735	2202
842	11749	2188
843	11763	2174
844	11777	2160
845	11790	2146
846	11804	2132
847	11817	2118
848	11830	2104
849	11844	2090
850	11858	2076
851	11871	2062
852	11885	2048
853	11898	2034
854	11911	2020
855	11926	2006
856	11941	1992
857	11954	1978
858	11968	1964
859	11981	1950
860	11996	1936
861	12009	1922
862	12023	1908
863	12037	1894
864	12050	1880
865	12063	1866
866	12077	1852
867	12092	1838
868	12106	1824
869	12119	1811
870	12135	1797
871	12149	1783
872	12162	1769
873	12176	1755
874	12190	1741
875	12204	1727
876	12217	1713
877	12230	1699
878	12243	1685
879	12256	1671
880	12270	1657
881	12284	1643
882	12298	1629
883	12312	1615
884	12326	1601
885	12339	1587
886	12353	1573
887	12368	1560
888	12382	1546
889	12396	1532
890	12410	1518
891	12423	1504
892	12437	1490
893	12450	1476
894	12465	1462
895	12479	1448
896	12492	1434
897	12506	1420
898	12520	1406
899	12533	1392
900	12547	1378
901	12560	1364
902	12575	1350
903	12591	1337
904	12605	1323
905	12619	1309
906	12633	1295
907	12647	1281
908	12660	1267
909	12674	1253
910	12688	1239
911	12701	1225
912	12715	1211
913	12728	1197
914	12742	1183
915	12755	1169
916	12768	1155
917	12782	1141
918	12797	1127
919	12812	1114
920	12826	1100
921	12840	1086
922	12854	1072
923	12867	1058
924	12880	1044
925	12893	1030
926	12908	1016
927	12922	1002
928	12936	988
929	12949	974
930	12962	960
931	12976	946
932	12991	932
933	13005	919
934	13018	905
935	13032	891
936	13046	877
937	13060	863
938	13074	849
939	13088	835
940	13102	821
941	13116	807
942	13131	793
943	13143	779
944	13157	765
945	13172	751
946	13186	737
947	13200	724
948	13215	710
949	13229	696
950	13242	682
951	13255	668
952	13270	654
953	13284	640
954	13297	626
955	13311	612
956	13325	598
957	13338	584
958	13351	570
959	13364	556
960	13378	542
961	13392	529
962	13407	515
963	13426	501
964	13441	487
965	13455	473
966	13469	459
967	13483	445
968	13496	431
969	13511	417
970	13524	403
971	13537	389
972	13551	376
973	13565	362
974	13580	348
975	13595	334
976	13610	320
977	13625	306
978	13638	292
979	13652	278
980	13664	264
981	13678	250
982	13692	236
983	13706	222
984	13719	208
985	13734	195
986	13747	181
987	13761	167
988	13775	153
989	13789	139
990	13804	125
991	13818	111
992	13834	97
993	13847	83
994	13861	69
995	13875	55
996	13889	41
997	13903	27
998	13917	13
999	13931	0
